(73,4,-14), T
(-151,-8,69), T
(68,81,7), T
(9949,6,-3), T
(5,197,-70), F
(-4,12,-937), T
(-7908,98,6), F
(460,3,-2), T
(81,-6,-84), T
(6,1,729), F
(6,6,220), F
(-4,2,-16), T
(0,43,9), F
(-707,-1,0), F
(1,9,483), F
(17,2,9), F
(6,-22,0), F
(-431,-6242,-1), F
(5,0,325), F
(352,67,9), T
(728,-4,6), T
(3,253,3224), F
(-516,-25,-713), T
(93,-911,-290), T
(86,1,923), T
(-5,-6,-12), T
(-1,-18,7), F
(-1,-4,-8), F
(0,3,16), F
(-5,3,96), F
(9,7,-883), T
(-38,-27,8), F
(46,98,97), T
(2,6,753), F
(17,-637,-7), F
(-2294,3,272), T
(-6,-7,-3), F
(596,7,-7), T
(-686,1,0), F
(91,9,43), T
(-1,67,-2), F
(21,-518,-605), T
(-66,-8,-5), F
(-471,-76,9), F
(2,-7,0), F
(7,1,66), F
(-65,68,-254), F
(-1,5,59), F
(-9,-37,-163), T
(1,9,25), F
(7,4,-5), F
(3910,904,34), T
(-4,7534,4), F
(-6,85,-50), F
(-175,-1,-59), T
(440,-4286,-37), T
(59,-2,-1), T
(0,12,-67), T
(-2,-801,-7), F
(0,-97,-44), T
(-52,-145,71), T
(807,7279,-2), T
(-6,-389,-300), T
(135,-57,-11), T
(-6,-90,-6), F
(-5,-59,6), F
(-36,-5,58), T
(-8,9,6), F
(-3,3,2), F
(0,-28,-849), T
(-8,-26,-64), T
(72,-716,6), T
(7,2,7), F
(-29,-37,-5), F
(6053,-5,3), T
(-4,91,-183), F
(-1,-78,5), F
(14,-2,4222), F
(34,3138,5), T
(6,44,0), F
(-75,614,3), F
(-86,308,-1), F
(7,-4,-3), F
(0,5,-5), F
(97,-85,7), T
(7,-867,84), F
(-107,9,0), F
(111,-77,0), T
(1,7,2), F
(674,-4,-421), T
(42,0,1), T
(8,3444,0), F
(53,1200,-49), T
(-4610,-7,-2), F
(-28,-604,8), F
(5,-794,8), F
(-1,-8,-57), T
(5691,4,-4), T
(-4,-25,-3), F
(-680,-92,64), T
(-16,74,-8), F
(-5,-6,-38), T
(-8955,25,288), T
(-6,-36,-931), T
(21,-9,-6), T
(3,4,-8), F
(92,9,4), T
(-861,-53,-7), F
(-304,457,-7), F
(-70,40,5), F
(4,45,65), F
(4,0,671), F
(798,-23,-783), T
(6,7,5), F
(-70,-1845,2), F
(-2,503,0), F
(7,6,8), F
(30,0,-7), T
(655,-19,-661), T
(3,8,-9), F
(-2,-8,-48), T
(8,36,6720), F
(0,4,27), F
(1,0,30), F
(0,-7,-17), T
(93,-2,9), T
(37,-9,-9), T
(6421,-81,0), T
(7,-821,8), F
(5,-9,-6), F
(-9,0,1), F
(95,-37,3), T
(-296,-6,241), T
(-4,7,-1), F
(1,1,-42), T
(-7,-84,5), F
(-7,71,-745), F
(-6,44,-9), F
(21,-5,-3), T
(-4,1,64), F
(4,-8,0), F
(836,9,-1), T
(-83,8,603), T
(-5,4,-7295), T
(32,-7,-649), T
(-9,687,39), F
(-998,9,5), F
(3,7,129), F
(-4,0,-540), T
(6,310,547), F
(-7,4,-2), F
(0,632,-6309), F
(0,-4,1), F
(-6,-9,-493), T
(-3,-4,-5), F
(-4,3,-34), T
(0,276,7), F
(4,-3866,-8), F
(-6,7,1), F
(-4,2,4), F
(92,4,-74), T
(-8967,0,7), F
(219,-8,31), T
(4,7,1), F
(-89,-47,82), T
(2,-1,74), F
(4941,3,0), T
(-383,0,-717), T
(-586,-26,-4), F
(264,-9,3), T
(8,5,3), F
(8,7,-17), T
(-5,2,-9), F
(-520,-9,-71), T
(-109,83,26), T
(6243,4,9), T
(-1,7,0), F
(-172,-178,-17), T
(9,-26,-56), T
(8,-371,-42), T
(1,-72,2), F
(-52,48,4), F
(-1,-514,-6), F
(-8,-50,35), F
(-88,-1,-31), T
(4,-6,-5), F
(188,8,9), T
(2,9,2), F
(-43,592,-11), F
(2,45,252), F
(-8,-17,7), F
(-4,-6,346), F
(-6,9,20), F
(-808,-5973,554), T
(4,-8,2), F
(563,2,18), T
(50,5,5), T
(-82,-88,0), F
(5,-87,-3), F
(3,9344,-5), F
(-4,77,-9), F
(-52,-1,1), F
(888,4,3), T
(-17,81,146), F
(-4,-5,-6), F
(0,3,-4), F
(3,4,77), F
(2,-209,27), F
(65,-3,519), T
(897,-86,5), T
(-4,44,-402), F
(5,-242,5), F
(64,9,92), T
(-5,-2,-93), T
(34,7,188), T
(-529,-85,56), T
(764,-6,-724), T
(24,-85,-9), T
(-97,-8,-6), F
(1,90,-3), F
(-8,8,-455), T
(-62,-298,-227), T
(1,-4616,-46), T
(7,908,2), F
(-500,8,4), F
(3,8,9), F
(-9,-72,-9481), T
(7,4,-9), F
(0,-169,-42), T
(-4,-2,0), F
(-9064,222,-6), F
(-3,-1,-7), F
(367,2,0), T
(-7,8,-198), T
(67,74,-3), T
(-4785,78,1), F
(3,-2,-906), T
(7,-3,-3), F
(543,-7,1), T
(6,-64,-7), F
(-34,1,4), F
(72,34,4), T
(338,-90,1), T
(-51,8,0), F
(-61,-9,5), F
(60,-63,-8), T
(10,-46,62), F
(-8,8,-6610), T
(14,853,1), F
(16,36,-2), F
(-77,5,0), F
(694,-4,34), T
(92,1,544), T
(-65,2,-5), F
(-42,-9,9), F
(-1,1,-13), T
(-45,241,-8), F
(-1,358,0), F
(17,0,-6), F
(6,5,9), F
(-5,-498,52), F
(8,52,-65), F
(6,-8,-9), F
(-936,1104,5), F
(48,0,8), T
(-266,2,4), F
(69,-789,-6), T
(-7,-5,6), F
(-9,5,-20), T
(77,-14,-3), T
(87,6,-7), T
(819,11,-2), T
(-512,-807,29), T
(6,-598,296), F
(-4,-81,-6), F
(-9,5,5610), F
(6,68,6), F
(1,-24,-6), F
(-613,-986,-2), F
(23,-11,1), T
(-21,94,0), F
(6,-7,-5), F
(25,9,-773), T
(7,696,2), F
(861,5,-7156), T
(0,-11,109), F
(-3,95,0), F
(-4,-7,998), F
(24,1,-6607), T
(-6,779,945), F
(-40,-17,0), F
(7,6,-632), T
(-44,1,7), F
(3,-78,5), F
(53,-19,89), T
(-8,535,-953), F
(-445,3,0), F
(-4,-66,-124), T
(0,-1,-19), T
(65,-2064,-1335), T
(8,3,7), F
(-9,255,82), F
(68,3,-3), T
(-7,-50,2), F
(761,-20,-7216), T
(2,-28,-214), T
(8,-4,-64), T
(9,-3,-5), F
(1,717,-2), F
(0,-928,-90), T
(-5,-69,-9), F
(-4,-8,-9), F
(106,6,507), T
(68,-764,381), T
(3,3,-5), F
(2,67,-4), F
(-76,-6,-78), T
(-8,344,9), F
(54,-844,-5), T
(-65,8,4), F
(6,4,815), F
(97,-6,-274), T
(-9,99,-8), F
(-37,24,1), F
(0,-2,33), F
(2,3,7), F
(-55,1,-71), T
(2,-9,340), F
(-7,7945,-389), F
(-44,9,-624), T
(-2,-418,-8), F
(-747,208,-1), F
(-8,7,-90), T
(-681,-8,-3934), T
(-9,-5,-7), F
(-39,-3,20), F
(90,9,152), T
(-1,2,-4), F
(23,-86,-907), T
(2,6,-1), F
(930,538,8), T
(-353,-2,-583), T
(2,9,-1), F
(47,9,-377), T
(3,-8,-5), F
(16,-386,95), F
(-4,-8,68), F
(-1,7,-3), F
(-291,-3,-5), F
(-884,13,-948), T
(-5,3,4), F
(76,-5,-3), T
(-68,7,-1), F
(96,-6,5), T
(-3,363,-6), F
(-62,-18,-45), T
(-4,4,-86), T
(48,2,62), T
(6,926,-16), F
(-4,-8,-301), T
(-9,-18,-144), T
(-4,576,4), F
(458,-33,-4), T
(-2,71,66), F
(7,-4,47), F
(-73,3,871), T
(-1,4,0), F
(-4,-244,-6), F
(198,8,3), T
(0,-911,699), F
(6,-6,1), F
(-384,-922,6), F
(-338,0,62), T
(-9286,5,-4), F
(-8,-5,4), F
(-48,-93,56), T
(-313,865,31), T
(1,10,193), F
(-29,38,-4), F
(6,-5,27), F
(-810,576,-34), F
(8,-73,-8), F
(9,8,2), F
(-317,-536,6), F
(64,1,-3), T
(-6,0,-978), T
(-13,5,-2), F
(-47,-938,5), F
(-5,0,1), F
(2,88,77), F
(-8,211,-4822), F
(7,-78,-746), T
(67,37,-23), T
(-42,-459,11), F
(-875,0,-453), T
(6,-1,-1), F
(-18,-1,-1), F
(-1,9,78), F
(48,-82,-643), T
(9,-712,-3), F
(-82,-7,9), F
(-2006,-4468,-834), T
(7,455,736), F
(9,353,-3), F
(516,-3,7654), T
(22,5,-962), T
(80,66,-223), T
(-12,281,-9), F
(-497,94,-286), F
(11,-9,-87), T
(-75,7,4), F
(-95,-5,0), F
(6,7,20), F
(279,-4,8), T
(-9,774,-6), F
(4,-784,-111), T
(9,-3,-3), F
(5,866,1), F
(552,-2,-5), T
(6,2738,-5), F
(48,190,94), T
(3,2,-8), F
(-2459,-6,-3), F
(-4,-8,-239), T
(-5,64,134), F
(1,-17,-6), F
(-798,9,253), T
(-126,2,56), T
(-6,-14,861), F
(-177,49,-5314), F
(-80,0,-4), F
(6,2,-6119), T
(24,-9,-34), T
(-2,7,355), F
(2,-87,-81), T
(-5,25,318), F
(3,-8630,910), F
(908,2,-144), T
(-289,6,-80), T
(7479,57,299), T
(-3,841,27), F
(50,873,90), T
(-1,5,61), F
(8,-5,-224), T
(5,7,5), F
(-1,66,5), F
(9,6,-80), T
(80,-56,0), T
(-81,3,-8), F
(8,3,6), F
(-987,4,713), T
(0,0,7), F
(-51,-129,93), T
(-1,8,0), F
(-78,2,-754), T
(3,82,-8), F
(596,8,984), T
(441,57,1), T
(226,4,0), T
(8,290,4), F
(-730,-2642,-696), T
(9,-5,-88), T
(-77,4,-7252), T
(-5,0,-1), F
(-98,28,4), F
(67,2,-44), T
(2,9,-45), T
(3,6,-28), T
(-1,66,-4), F
(-31,-9768,-3), F
(-1656,-43,-1), F
(60,0,2129), T
(9239,9,-69), T
(-297,-622,18), F
(-7,-325,1100), F
(-308,100,83), T
(-5,6435,-5), F
(3869,-4,-40), T
(527,56,-1), T
(-8,-2,96), F
(86,4,59), T
(-88,45,-4), F
(855,7,-2), T
(2,-2,5), F
(5,6,29), F
(2,-9,4), F
(-885,73,-5), F
(-82,-7,-4), F
(-7,-25,6), F
(-528,5,-89), T
(6,-8,-1), F
(-655,652,-62), F
(0,57,404), F
(-65,-430,8), F
(6,-453,-22), T
(4,2,-754), T
(4,0,0), F
(6,8,-1), F
(-98,-7,-958), T
(-440,52,7), F
(0,3,-736), T
(5,-87,305), F
(1,57,-53), F
(444,-2,40), T
(0,6,0), F
(3,47,384), F
(0,0,50), F
(3,508,1), F
(716,-1,-9), T
(4,8,6), F
(9,-6,-28), T
(-631,-57,-27), T
(7,-2,-6), F
(3,5,82), F
(-95,4,8), F
(89,5,-2), T
(-7,-6,-233), T
(11,-3,2), F
(-441,30,-7), F
(6221,-384,1), T
(-9,-773,3), F
(-3,-214,-21), T
(-9,25,4), F
(-7,7,-349), T
(-8,1,5), F
(11,-8,3), F
(-986,-9,2), F
(-65,8,951), T
(-17,5,2), F
(651,-66,57), T
(45,-8014,-28), T
(-235,-6,92), T
(-84,5,-21), T
(7,1,-5), F
(-46,-5,22), T
(-8,-3,-92), T
(12,-7,220), F
(-61,-9,-9), F
(39,-8,96), T
(2,-2,-7), F
(-1,75,-7404), F
(-2,38,-6), F
(980,15,13), T
(-183,56,33), T
(-86,-8,-793), T
(-711,23,7), F
(8,-8,-738), T
(841,3,-134), T
(-2,664,-64), F
(4,367,-8), F
(6,-21,-25), T
(-76,-1,5779), T
(-6,4557,81), F
(41,-95,2), T
(-4,-1,-3459), T
(-3,34,-821), F
(59,93,-911), T
(0,-5,5198), F
(-5149,-25,6), F
(0,-475,-3), F
(466,-83,0), T
(-9,0,-579), T
(-8,81,-9), F
(-462,281,-3), F
(8,-6,9), F
(-2,6,1), F
(0,0,456), F
(-9,-5,-7), F
(0,670,125), F
(0,-9,-6), F
(51,91,-7), T
(2,16,0), F
(8,-3,-990), T
(5,43,-8), F
(-9,143,-509), F
(23,722,-99), T
(0,2,-76), T
(-247,-23,1), F
(-98,1,-1), F
(-1,59,6), F
(68,-389,-296), T
(2,-382,0), F
(-3744,-835,9), F
(3,4,-8), F
(651,6,4), T
(-95,3,0), F
(5676,-7,5), T
(0,297,5), F
(-9,609,-168), F
(31,8,6), T
(59,77,242), T
(-39,-552,987), T
(733,2,-7), T
(-4,5,-6), F
(-5,9,-1), F
(-65,-7,40), T
(-4,-8,-1), F
(44,-5,-913), T
(-4,85,7), F
(-60,-34,-3), F
(160,-12,5), T
(-4,7,303), F
(-19,-71,89), F
(-594,-716,-9), F
(3,81,-80), F
(84,70,96), T
(0,7,46), F
(-4,5,75), F
(78,-9,5529), T
(5517,22,-2), T
(5,-67,5), F
(-93,-68,204), T
(2,9,7), F
(-3,-9,27), F
(7,4,5), F
(-1,-525,7), F
(0,-171,-94), T
(-8,9,6), F
(481,-770,-9), T
(19,-1494,-5), F
(0,973,-7), F
(-529,-19,63), T
(8,5,-396), T
(1,6611,449), F
(9,-1,-66), T
(-6,4,-868), T
(-6,77,-762), F
(920,0,-19), T
(-8,90,-9), F
(2,0,787), F
(-719,4,-795), T
(1,9,5), F
(0,919,535), F
(-3,-5,-3), F
(0,36,-6), F
(17,300,0), F
(-553,2,-302), T
(1,8,7), F
(-74,2,-9038), T
(-611,-7,-9), F
(0,4,499), F
(-1,53,73), F
(-8,363,4), F
(395,-1,66), T
(7,-98,9), F
(0,-8,-8), F
(-5,-610,0), F
(946,6,7), T
(69,-87,-1), T
(0,28,6), F
(4107,2,-264), T
(9,-1,2), F
(-36,-6,-68), T
(-3,-9,57), F
(22,-2,-920), T
(-4,2,-6230), T
(57,5,-28), T
(-3,-4,396), F
(3,-8,-197), T
(21,6,-7), T
(97,-78,996), T
(-66,27,-17), F
(-463,14,62), T
(2170,1,99), T
(6,50,6), F
(-65,-9938,-279), T
(8,-954,366), F
(0,-8,9), F
(7,392,51), F
(-84,-9,-98), T
(38,7,-53), T
(-7,400,5), F
(-632,-87,-505), T
(4,-2,-98), T
(54,-436,3), T
(69,-4,5), T
(-48,0,1), F
(0,-9,85), F
(9,-76,-709), T
(178,6,-961), T
(-5,3,3), F
(-8,-19,31), F
(-98,38,-5), F
(-54,-1,-4), F
(8,3645,-3), F
(-7,-3,4), F
(8,-3,-350), T
(-774,56,-4), F
(-5,-15,395), F
(-602,-50,-2), F
(-1,-8,-7), F
(-1275,3,0), F
(5,3522,3), F
(-2,-2734,-1), F
(64,66,3), T
(58,1,-134), T
(661,-471,1), T
(0,-44,6), F
(0,-5,81), F
(61,9,-228), T
(470,-5,7), T
(3,3,1), F
(-93,-9,949), T
(-55,-611,487), T
(82,-7,-670), T
(2,-968,3), F
(-7,-2,-3), F
(517,9,6), T
(-13,-201,0), F
(0,-10,-2009), T
(-7,0,7), F
(-69,-3,2), F
(991,9,29), T
(-2,-24,5), F
(0,-97,-14), T
(-76,57,-398), F
(117,449,-7), T
(579,-46,1), T
(5,-14,-4), F
(4,8,-9), F
(0,7,-4), F
(694,-1,4), T
(-39,11,41), T
(-6,-7,-27), T
(-91,608,-156), F
(-1743,5,0), F
(-1,74,6), F
(803,79,-43), T
(5,2,-1), F
(-84,721,1), F
(-9,5,-8), F
(0,4,-90), T
(-8592,3,4), F
(-4,-4,-1), F
(-1,-522,44), F
(15,30,-1), F
(-8,-439,-2), F
(904,-9,-8548), T
(-605,3,-4), F
(4,-1,-6), F
(-3,-756,-4), F
(-4,-97,1), F
(0,-85,-5), F
(439,1,4), T
(-6,683,-6), F
(-1,60,375), F
(-88,-62,75), T
(-525,-7,-8), F
(5,-93,-390), T
(-8,-298,-96), T
(-5,6,-557), T
(-6,9,3), F
(7260,8,2), T
(-8,23,476), F
(2,-495,-5), F
(9,5,-4), F
(519,-1,16), T
(-5,74,-6), F
(-493,-645,2), F
(-2,9866,13), F
(-463,73,61), T
(7,-9,-9), F
(-71,-9532,-5), F
(78,0,-5), T
(-9,-8,841), F
(8,315,33), F
(-643,0,-3), F
(-3,21,36), F
(3,211,-7), F
(-70,150,0), F
(-5,-815,-5), F
(0,1,4602), F
(-6,-4,-74), T
(3,9,733), F
(-7,-408,41), F
(-3,-4,-91), T
(773,-817,-10), T
(-9,1,898), F
(3,39,-836), F
(17,2,0), F
(-8,0,816), F
(-3,-98,96), F
(-6,4,464), F
(4,3,-775), T
(-5,3,-303), T
(-171,90,-3), F
(3,-1,-4), F
(-44,0,228), T
(26,99,57), T
(-8,73,6), F
(7,5,6), F
(4,0,-1), F
(-959,46,-5), F
(662,4,-573), T
(93,-3,-967), T
(23,5,-7), T
(-5,-48,3), F
(-405,-25,4), F
(-6,0,0), F
(-52,-5,3), F
(-4,0,42), F
(-1,68,-1), F
(2,3,-974), T
(-55,8,6), F
(-268,233,-23), F
(2,9,3), F
(-3,6,-5), F
(5,-40,62), F
(336,6,2), T
(1,-6,-4), F
(277,4,-73), T
(69,-171,-3), T
(-286,-58,-46), T
(-7,-268,0), F
(2,-5,5), F
(-66,4,77), T
(-8,9,-6), F
(4416,98,1), T
(-4,-924,3), F
(3,8,-7), F
(88,-365,6), T
(-396,-7,9), F
(-46,-62,-3), F
(4,-35,-71), T
(-2,34,8), F
(3,-7998,-371), T
(-2,-751,-564), T
(81,-37,-1), T
(987,-97,-3), T
(-846,44,3), F
(9,-9,58), F
(1,-10,-299), T
(-9,9,9), F
(72,-44,-1), T
(932,1,-937), T
(4,-52,-94), T
(-9,61,9), F
(-563,0,-1), F
(-3,-5,4), F
(-69,-703,4), F
(-178,-29,5), F
(-32,161,15), F
(80,-69,7), T
(9,7,-1), F
(-39,5,-70), T
(25,-6,-9), T
(-8,492,3), F
(4634,-771,654), T
(586,-4,-85), T
(-1,-89,-4), F
(0,312,-7), F
(-213,54,-84), F
(-1,-91,-3982), T
(-50,1,-8), F
(-509,-535,43), T
(2,-7,2), F
(-5,5,3), F
(445,4,7), T
(-284,-8,-52), T
(972,53,-37), T
(3,-1,84), F
(0,248,-79), F
(-38,-1,-2), F
(-96,-610,91), T
(8,-84,-2), F
(-621,139,8), F
(-424,459,-83), F
(6,-27,9), F
(-494,-52,-83), T
(-74,-339,-1), F
(-32,75,-27), F
(-5,872,-8), F
(3,21,-95), F
(3,-895,3), F
(485,5,6), T
(-712,-714,653), T
(-1,278,-7), F
(22,85,700), T
(4,-33,22), F
(19,-42,-173), T
(-59,-95,-1), F
(-8,8,-890), T
(8711,2,975), T
(6,1,-8), F
(7,-9,-36), T
(506,3,4734), T
(3,8,62), F
(3,-908,-9), F
(10,-45,-4), F
(-5,-71,9), F
(-6213,-1,4), F
(9,332,-5143), F
(847,-8,3), T
(-63,-7,1), F
(-8,0,7), F
(7011,-9,-881), T
(-40,-7,-7), F
(2051,2,373), T
(7,626,9), F
(4,7,-6), F
(5,-1,-70), T
(-2,-6,-9), F
(5,-22,-2), F
(-333,0,56), T
(7,-4,-3), F
(651,867,971), T
(4,-46,-4), F
(4,23,5), F
(24,5,5), T
(-5,-6,3), F
(-66,-910,48), T
(8,9,-4), F
(-35,4,0), F
(-5,7,8), F
(3,-796,-978), T
(-9,4,10), F
(1,-3,-2271), T
(6,327,2), F
(2,0,-4), F
(-834,0,-98), T
(-10,-4,0), F
(-281,7418,-2), F
(2,0,-9), F
(-932,-90,63), T
(-6,5,-2), F
(1,6060,-260), F
(-7,-9,4), F
(-1,-673,-41), T
(70,-1,-71), T
(-4,2,1), F
(-193,9,-1), F
(5,-6,-8), F
(83,8318,-167), T
(99,-78,-1368), T
(-652,1,-4), F
(-42,2,74), T
(6,1,-8), F
(88,0,-1), T
(7,378,-1), F
(67,13,-3), T
(65,-2,-88), T
(-652,51,0), F
(3,-15,66), F
(86,-3,-7), T
(-1,-2,-324), T
(-8,4,1), F
(4,189,1), F
(29,4,-8), T
(8240,-221,632), T
(27,9891,5), T
(21,-7,9), T
(97,-9,92), T
(9,0,58), F
(-3,731,-37), F
(6,9,-6), F
(4,6,-5), F
(-71,-3,82), T
(2,5,61), F
(2,7,55), F
(250,-4,5), T
(32,19,997), T
(-766,-49,32), T
(5064,0,2), T
(-5,211,-9), F
(-2,254,-6), F
(531,-22,0), T
(0,-958,3), F
(9,4,-255), T
(2,9,-8), F
(558,-743,124), T
(-33,-9,-28), T
(-7,-5,-464), T
(6,0,9), F
(2,-7,5416), F
(812,-311,-2), T
(-4,-1,871), F
(-9,-3,-90), T
(16,-9,-56), T
(5,5999,2), F
(-3,90,-8), F
(8,5,79), F
(-662,-4874,-954), T
(4,1,3), F
(-9,-3,432), F
(55,-1,204), T
(476,-6,-8), T
(-6,-478,3), F
(-9,145,35), F
(87,-4,514), T
(5,-4,1), F
(-6221,40,-2), F
(-5,-1,4), F
(1,-3,80), F
(326,-9,-3), T
(-4,2,7), F
(4,-9,14), F
(-1,4,8), F
(7,22,-63), F
(-21,-2,-824), T
(1,0,0), F
(-15,7,-1), F
(0,66,4), F
(-9,3,-927), T
(-2,9,-2), F
(-95,-9,-36), T
(3,2,-4), F
(0,59,-517), F
(-98,-602,34), T
(313,-68,90), T
(2,878,693), F
(-8,-592,5), F
(-57,-87,-1), F
(70,1,-931), T
(-58,-8,-594), T
(65,7,681), T
(-8,55,4), F
(-88,-43,87), T
(2,5,53), F
(1,24,7), F
(-84,49,0), F
(575,-3,-104), T
(0,-190,7), F
(-2,-95,-940), T
(6,802,-9), F
(96,0,44), T
(-2,79,-44), F
(49,5,8), T
(2,-9,-21), T
(4,-4,2), F
(-3,4,0), F
(-38,9,-2), F
(-447,431,848), T
(83,-19,-3), T
(-72,-6,-61), T
(5554,-9,-8), T
(329,94,-97), T
(122,5,-327), T
(-1,470,3), F
(-6758,-77,0), F
(-840,-40,-7), F
(1,0,2), F
(97,26,7), T
(668,0,-3), T
(-7,-1,6), F
(7,-79,0), F
(178,-6,-30), T
(6,68,7), F
(0,-6,7), F
(1,-6,70), F
(536,-93,-48), T
(1,-6,55), F
(-491,-9,-186), T
(-93,6,-9), F
(-626,-49,3), F
(-6,-3,45), F
(-289,-83,-1), F
(446,-56,-9), T
(3,-77,-5), F
(-53,0,1), F
(6,385,6), F
(-8,-7,-5), F
(-4278,-8,-255), T
(7,4,-2), F
(3,27,-24), F
(-90,-80,0), F
(-9,-35,-6), F
(-77,585,-6), F
(865,-74,-47), T
(-20,8,8760), F
(-45,-4,-2), F
(1,-9,52), F
(9,9,-72), T
(351,-2,5), T
(-7,82,-777), F
(9,0,38), F
(-7,1,6), F
(-88,99,-19), F
(7,3,-71), T
(-8,-5,2), F
(-144,-541,-4), F
(5,16,-8), F
(-8,73,-5), F
(-34,-3,670), T
(7,31,8), F
(0,0,96), F
(-2,92,-3), F
(-953,5,-3), F
(43,-765,-1), T
(-59,1,8), F
(-231,8179,0), F
(-537,490,102), T
(-9,688,47), F
(-5,-158,-94), T
(-93,-9,932), T
(38,29,-9206), T
(4,-34,-3), F
(810,-69,-5), T
(-55,-26,-555), T
(4,4437,5), F
(9,7,8), F
(7,768,0), F
(36,-9828,-5), T
(-2,817,97), F
(-6,7188,-8), F
(-5488,-652,1), F
(-5,8,-4), F
(3,166,-6), F
(56,104,-363), T
(-922,-3,3), F
(-6,8,47), F
(-9,23,-5), F
(3,-6,8), F
(-9,2,1), F
(-449,-56,-4), F
(5,-1,259), F
(-8,-79,874), F
(-605,-65,4), F
(1,-9,854), F
(723,7,2), T
(8874,-1,2625), T
(-63,69,-66), F
(69,-726,-78), T
(-85,-3,-1), F
(777,217,-72), T
(-7,4,4), F
(15,1,1768), F
(87,61,-3), T
(7,0,8), F
(74,86,0), T
(12,-7,8), F
(0,0,-6), F
(7,-3,-1), F
(-6,-59,-96), T
(258,-4,1), T
(3,-6,8), F
(-4,-41,-822), T
(63,-68,-9), T
(9,639,42), F
(91,-1,6), T
(85,0,-73), T
(2,-96,4), F
(-7421,-2,-3), F
(-8,9,-5), F
(919,896,-44), T
(-5,2,-21), T
(3,-386,87), F
(4,9,-6), F
(9,261,-88), F
(-523,-8,956), T
(-74,7,-69), T
(39,8,-63), T
(-2,-2,-1), F
(-554,4,-3), F
(3,-61,-3), F
(0,5,62), F
(37,0,4), T
(-734,-8,-5), F
(-8243,-8,-31), T
(1,-736,-27), T
(740,23,-5), T
(-592,8,9), F
(-2,0,-2), F
(2,39,8), F
(1,-5,-24), T
(-340,7,-3), F
(-4,341,-9), F
(453,-377,25), T
(-6,-29,-3), F
(0,-4,-7), F
(24,3669,16), T
(-7,8,2), F
(-435,-3,-710), T
(29,3,-399), T
(-18,-59,74), F
(-4,58,9), F
(5486,89,-5), T
(71,-1,-8), T
(-630,0,-3807), T
(-6,42,561), F
(-74,-9,0), F
(-78,-973,8), F
(36,53,5), T
(7,956,0), F
(0,8,8), F
(-8,-968,6), F
(5,949,-27), F
(95,7,5564), T
(-12,94,-3), F
(932,2,-1), T
(-77,78,11), F
(-94,-4,7), F
(-3,5,5), F
(-3,-3,0), F
(19,8,-59), T
(0,-184,0), F
(-9,13,-5), F
(-881,795,-7), F
(-990,-81,0), F
(9,9,-935), T
(0,269,-6), F
(-229,5,-16), T
(762,1,-98), T
(8,24,-5), F
(1264,3,-2), T
(0,-49,-470), T
(-7,27,-12), F
(3,928,-7), F
(-24,-6,16), F
(943,27,0), T
(8,66,5), F
(-97,-5,8), F
(2,-871,8), F
(-81,-6,55), T
(-5133,2,723), T
(-2386,-30,9), F
(7,-4,76), F
(-988,465,6), F
(-4,-68,-658), T
(-235,-2,7), F
(60,-45,312), T
(-496,-3,238), T
(-7,-2,-1), F
(360,-7,9), T
